LSOA2011,AvPTAI2015,PTAL,PTAIHigh,PTAILow
E01002442,1.15238,1a,3.33180,0.00000
E01002443,5.17736,2.00000,20.15800,0.00000
E01002444,4.07220,1b,28.72350,0.00000
E01002445,5.18992,2.00000,7.76401,2.99733
E01002446,2.79044,1b,6.42799,0.00000
E01002447,4.75634,1b,19.67890,0.00000
E01002448,5.89817,2.00000,15.45860,0.00000
E01002449,9.38271,2.00000,20.51960,0.00000
E01002450,2.42859,1a,3.78836,0.00000
E01002451,4.19972,1b,8.06188,2.38407
E01002452,6.80610,2.00000,11.85430,0.00000
E01002453,2.22589,1a,4.06373,0.00000
E01002454,0.50178,1a,3.02054,0.00000
E01002455,4.41949,1b,8.86131,1.23112
E01002456,3.50716,1b,8.25725,0.00000
E01002457,3.72181,1b,9.07082,0.00000
E01002458,1.81312,1a,8.91619,0.00000
E01002459,2.32543,1a,11.91890,0.00000
E01002460,8.36988,2.00000,14.12810,0.00000
E01002461,0.95808,1a,4.42272,0.00000
E01002462,2.05361,1a,4.03761,0.00000
E01002463,5.49091,2.00000,10.85610,0.00000
E01002464,4.99290,1b,12.26260,0.00000
E01002465,7.99062,2.00000,12.22410,2.13004
E01002466,5.11503,2.00000,8.30884,2.26779
E01002467,8.92569,2.00000,18.96320,0.00000
E01002468,7.82585,2.00000,12.43880,2.31359
E01002469,9.64402,2.00000,13.24780,2.20596
E01002470,12.52000,3.00000,16.93950,6.04828
E01002471,9.94919,2.00000,12.97400,5.61802
E01002472,7.28296,2.00000,12.94850,0.00000
E01002473,0.95131,1a,5.56739,0.00000
E01002474,2.98082,1b,9.43341,0.00000
E01002475,3.28632,1b,6.39687,0.00000
E01002476,4.28853,1b,10.70770,0.00000
E01002477,4.96786,1b,11.62420,0.00000
E01002478,8.95702,2.00000,12.34810,3.78011
E01002479,2.67619,1b,8.94906,0.00000
E01002480,2.35467,1a,7.70109,0.00000
E01002481,3.88632,1b,9.19555,0.00000
E01002482,3.69988,1b,10.09930,0.00000
E01002483,7.47246,2.00000,12.26190,0.00000
E01002484,6.51830,2.00000,10.15070,3.04275
E01002485,9.20889,2.00000,13.01180,6.60076
E01002486,2.40549,1a,6.63270,0.00000
E01002487,4.21167,1b,15.87720,2.68165
E01002488,5.38934,2.00000,18.11680,0.00000
E01002489,17.71910,4.00000,22.74740,3.46705
E01002490,8.17782,2.00000,22.36600,0.00000
E01002491,4.86264,1b,16.42550,2.81208
E01002492,4.18735,1b,9.01029,0.00000
E01002493,5.29541,2.00000,17.16770,0.00000
E01002494,1.52927,1a,9.26337,0.00000
E01002495,8.17087,2.00000,11.51490,6.42746
E01002496,2.82910,1b,5.28505,0.00000
E01002497,8.86139,2.00000,12.78840,2.22177
E01002498,7.71931,2.00000,11.56360,0.00000
E01002499,2.71738,1b,10.37660,0.00000
E01002501,6.61386,2.00000,10.69340,4.69846
E01002502,6.35696,2.00000,10.70180,3.88403
E01002503,8.89968,2.00000,15.74650,4.38969
E01002504,5.97260,2.00000,12.27900,0.00000
E01002505,5.67278,2.00000,13.02360,0.00000
E01002506,14.46890,3.00000,22.48980,0.00000
E01002507,1.58668,1a,18.09780,0.00000
E01002508,9.77219,2.00000,13.31840,4.14930
E01002509,2.89495,1b,9.84986,0.00000
E01002511,4.42856,1b,9.87090,2.11773
E01002512,4.04951,1b,20.99210,0.00000
E01002513,6.06116,2.00000,13.46610,2.02867
E01002514,14.75760,3.00000,32.26530,0.00000
E01002515,8.36540,2.00000,30.30140,0.00000
E01002516,2.19197,1a,8.80964,0.00000
E01002518,4.54559,1b,6.31187,2.05312
E01002519,1.75118,1a,5.82819,0.00000
E01002520,0.92013,1a,13.13960,0.00000
E01002521,11.97290,3.00000,28.97750,0.00000
E01002523,6.77781,2.00000,21.64780,0.00000
E01002525,5.88075,2.00000,13.72830,1.93719
E01002526,3.88082,1b,7.76399,2.10382
E01002527,1.75630,1a,9.70766,0.00000
E01002528,3.17383,1b,5.95276,0.00000
E01002529,11.24180,3.00000,15.15640,6.14658
E01002530,3.38288,1b,6.04595,2.28802
E01002531,6.10043,2.00000,13.41220,0.00000
E01002532,3.40202,1b,9.66837,0.00000
E01002533,0.85030,1a,3.14901,0.00000
E01002534,5.61959,2.00000,14.34820,0.78363
E01002535,14.49400,3.00000,21.45510,8.38453
E01002536,8.45962,2.00000,17.66740,0.80373
E01002537,8.72110,2.00000,13.11320,2.20010
E01002538,2.36880,1a,3.41413,0.00000
E01002539,2.76340,1b,4.38610,0.85172
E01002540,3.31471,1b,7.08405,0.00000
E01002541,3.50453,1b,7.92187,2.05058
E01002542,5.47178,2.00000,7.64686,3.94633
E01002543,3.08424,1b,5.43771,0.00000
E01002544,1.82092,1a,5.19703,0.00000
E01002545,2.54742,1b,7.84505,0.00000
E01002546,4.31848,1b,9.21469,0.00000
E01002547,5.41121,2.00000,10.30340,0.00000
E01002548,3.96665,1b,12.01360,0.00000
E01002549,5.26495,2.00000,13.12400,0.00000
E01002550,1.61395,1a,6.51378,0.00000
E01002551,5.68722,2.00000,10.47780,2.15388
E01002552,6.46910,2.00000,11.81560,0.00000
E01002553,5.09357,2.00000,6.91507,0.00000
E01002554,4.65665,1b,15.51000,0.00000
E01002555,5.07501,2.00000,18.74960,0.00000
E01002556,3.78190,1b,5.46814,2.58529
E01002557,5.15537,2.00000,6.96558,2.49206
E01002558,5.25246,2.00000,6.18638,4.07324
E01002559,1.67801,1a,6.72542,0.00000
E01002560,2.54301,1b,4.48263,0.00000
E01002561,0.41832,1a,3.30642,0.00000
E01002562,4.65083,1b,16.23920,0.00000
E01002563,8.76867,2.00000,14.68160,0.00000
E01002564,7.97876,2.00000,14.48970,0.00000
E01002565,9.35835,2.00000,14.35950,0.00000
E01002566,9.99880,2.00000,17.63370,0.00000
E01002567,14.30130,3.00000,16.86730,11.33690
E01002568,11.39670,3.00000,16.84850,6.28291
E01002569,5.89787,2.00000,18.12040,0.00000
E01002570,19.69880,4.00000,25.29200,11.85380
E01002571,3.55658,1b,5.41220,0.00000
E01002572,2.16444,1a,9.24579,0.00000
E01002573,14.91010,3.00000,25.33260,9.58692
E01002574,17.44440,4.00000,22.83080,11.95530
E01002575,12.34800,3.00000,19.97750,0.00000
E01002576,6.54085,2.00000,9.74216,3.17287
E01002577,4.22130,1b,9.64579,0.00000
E01002578,7.80573,2.00000,10.90990,2.16199
E01002579,5.24530,2.00000,8.16965,2.23432
E01002580,14.13210,3.00000,17.83630,8.83633
E01002581,8.73213,2.00000,15.71150,2.69154
E01002582,2.78394,1b,11.41920,0.00000
E01002583,5.95185,2.00000,10.90900,0.00000
E01002584,8.15749,2.00000,12.07670,0.00000
E01002585,6.49332,2.00000,10.77120,2.33984
E01002586,3.34745,1b,7.91959,0.00000
E01002587,8.06199,2.00000,12.57700,0.00000
E01002588,1.75990,1a,4.48314,0.00000
E01002589,2.99410,1b,10.94360,0.00000
E01002590,6.67115,2.00000,18.28440,1.87890
E01002591,3.36427,1b,13.86090,1.63540
E01002592,7.38814,2.00000,21.26610,0.00000
E01002593,14.46670,3.00000,20.97060,2.06439
E01002594,10.97920,3.00000,20.31730,2.11994
E01002595,6.27371,2.00000,14.79340,2.00701
E01002596,1.80511,1a,4.14703,0.00000
E01002598,7.40118,2.00000,15.02940,1.90747
E01002599,3.71577,1b,8.10696,0.00000
E01002600,3.65198,1b,5.24606,1.88390
E01002601,1.48001,1a,5.75888,0.00000
E01002602,2.31287,1a,3.82775,0.00000
E01002603,4.82379,1b,14.48360,0.00000
E01002604,3.24896,1b,6.67721,0.00000
E01002605,5.60174,2.00000,8.18007,2.00839
E01002606,4.52205,1b,8.47097,0.00000
E01002607,6.51199,2.00000,9.52025,2.14563
E01002608,5.81968,2.00000,8.93099,2.03597
E01002609,5.85408,2.00000,7.66733,3.64013
E01002610,1.82567,1a,7.45570,0.00000
E01002611,4.28090,1b,16.53770,0.00000
E01002612,15.55520,4.00000,20.66190,5.51489
E01002613,6.48639,2.00000,8.43325,3.78747
E01002614,4.93128,1b,18.72550,0.00000
E01002615,3.75133,1b,9.00070,0.00000
E01002616,4.91559,1b,7.04913,3.32507
E01002617,2.29096,1a,4.05116,0.00000
E01002618,5.16797,2.00000,12.36170,1.68283
E01002619,5.78591,2.00000,10.93080,3.36133
E01002620,6.17735,2.00000,9.17756,2.84289
E01002621,4.02150,1b,8.54563,1.75358
E01002622,10.04330,3.00000,17.50630,1.81288
E01002623,11.15900,3.00000,19.71480,3.90250
E01002624,12.57810,3.00000,21.25980,2.00694
E01002625,3.55851,1b,4.72147,0.00000
E01002626,3.74707,1b,8.33270,2.32604
E01002627,2.35038,1a,4.50232,0.00000
E01002628,4.83552,1b,7.46314,0.00000
E01002629,7.73502,2.00000,17.32570,1.72164
E01002630,9.60233,2.00000,14.04100,6.66738
E01002631,3.08743,1b,5.02212,0.00000
E01002632,3.92926,1b,7.85021,0.00000
E01002633,3.50432,1b,7.38030,0.00000
E01002634,4.11431,1b,6.69209,2.24283
E01002635,4.78657,1b,12.09870,0.00000
E01002636,3.53391,1b,6.08852,1.69181
E01002637,4.82529,1b,9.85126,0.00000
E01002638,3.00416,1b,7.89062,0.00000
E01002639,12.74520,3.00000,26.93870,5.45127
E01002640,16.97980,4.00000,30.36650,8.48520
E01002641,16.99630,4.00000,29.16380,8.41105
E01002642,24.46520,5.00000,38.65330,0.00000
E01002643,13.68550,3.00000,30.63870,1.66483
E01002645,20.97520,5.00000,35.64020,0.00000
E01002646,8.55547,2.00000,17.98100,1.78155
E01002647,4.69305,1b,9.94595,0.00000
E01002648,19.54820,4.00000,39.03680,4.12007
E01002649,14.21100,3.00000,31.66180,7.11180
E01002650,3.19921,1b,11.06160,0.00000
E01002651,6.92496,2.00000,9.39966,4.23416
E01002652,5.27002,2.00000,8.40397,0.00000
E01002653,4.28389,1b,7.00034,0.00000
E01002654,3.47062,1b,7.72233,0.75001
E01002655,6.81442,2.00000,10.23930,2.24966
E01002656,3.77890,1b,6.17386,2.13866
E01002657,7.53381,2.00000,12.29320,5.67785
E01002658,6.80644,2.00000,14.51090,0.00000
E01002659,4.39364,1b,10.31390,0.00000
E01002660,14.02140,3.00000,20.08270,6.55244
E01002661,9.89294,2.00000,22.03980,1.92906
E01002662,17.82950,4.00000,35.99800,5.93684
E01002663,14.14670,3.00000,18.39260,1.56596
E01002664,17.84260,4.00000,33.14030,5.49312
E01002665,9.00587,2.00000,12.19560,3.49747
E01002666,6.78031,2.00000,10.79820,3.14763
E01002667,4.94785,1b,8.74917,2.53269
E01002668,7.36451,2.00000,14.54850,1.98012
E01002669,3.80483,1b,12.77990,0.00000
E01002670,3.99529,1b,6.83568,0.00000
E01002671,5.11347,2.00000,7.46577,3.11312
E01002672,4.10690,1b,10.23880,0.79107
E01002673,4.52993,1b,5.46733,3.23769
E01002674,7.71495,2.00000,11.96930,1.72409
E01002675,9.62308,2.00000,16.07480,5.23080
E01002676,4.92767,1b,14.22040,0.00000
E01002677,13.15450,3.00000,18.01250,9.40444
E01002678,1.33325,1a,8.64081,0.00000
E01002679,7.31699,2.00000,12.24530,2.41250
E01002680,10.08050,3.00000,15.54550,5.49197
E01002681,11.25960,3.00000,15.61540,6.29457
E01002682,12.18930,3.00000,15.50780,7.29199
E01002683,13.48850,3.00000,17.18600,9.99916
E01002684,11.97250,3.00000,18.81280,7.42447
E01002686,4.15421,1b,15.30350,0.00000
E01002687,14.97000,3.00000,18.75100,10.34480
E01002689,10.89610,3.00000,17.50660,1.94884
E01002690,10.71790,3.00000,17.10390,3.85460
E01002691,11.45880,3.00000,21.25390,1.72374
E01002692,15.98220,4.00000,22.32790,1.72894
E01002693,20.27680,5.00000,23.17570,16.19330
E01002694,15.41640,4.00000,25.42590,9.69925
E01002695,31.18580,6a,54.17340,9.58913
E01002696,27.49970,6a,46.03170,1.92295
E01002697,49.26830,6b,75.06050,26.98740
E01002698,24.71400,5.00000,31.66790,17.83110
E01002699,13.59190,3.00000,22.16320,1.88048
E01002700,8.66543,2.00000,19.30420,1.88804
E01002701,38.11140,6a,55.72470,30.11780
E01002702,27.45550,6a,33.85270,13.63560
E01002703,26.68310,6a,34.85310,6.14948
E01002704,69.05660,6b,97.91350,32.27710
E01002706,33.36000,6a,40.27570,25.95330
E01002707,28.06240,6a,37.85020,12.56710
E01002708,13.21890,3.00000,22.57490,2.57627
E01002709,19.70500,4.00000,50.26200,9.33757
E01002710,33.11280,6a,68.90610,7.63213
E01002711,74.13300,6b,91.94240,61.21020
E01002712,21.50140,5.00000,25.37610,13.13070
E01002713,24.92250,5.00000,31.01300,13.51470
E01002714,13.69640,3.00000,21.38300,10.46040
E01002715,14.10280,3.00000,22.89080,6.92591
E01002716,30.69400,6a,38.62750,24.32540
E01002717,31.02470,6a,40.81900,23.64070
E01002718,26.29020,6a,31.96740,14.57880
E01002719,34.31070,6a,40.96810,26.90090
E01002720,28.11670,6a,35.83490,18.80740
E01002721,21.19550,5.00000,28.31600,15.02300
E01002722,22.10860,5.00000,25.49640,20.39930
E01002723,27.64390,6a,43.19820,10.57230
E01002724,45.47330,6b,64.39860,32.35190
E01002725,27.27150,6a,39.19700,12.16520
E01002726,35.69920,6a,49.55140,22.88540
E01002727,28.11320,6a,40.12440,15.31840
E01002728,62.26810,6b,74.62030,36.99790
E01002729,33.83920,6a,67.52150,18.44150
E01002730,40.14370,6b,49.98960,27.65930
E01002731,31.73120,6a,45.45890,13.44940
E01002732,40.38340,6b,52.35440,23.08710
E01002733,19.55390,4.00000,27.19040,10.95070
E01002734,55.43330,6b,64.15900,46.57720
E01002735,49.09200,6b,67.67550,37.21380
E01002736,32.63290,6a,40.34010,2.53831
E01002737,16.81770,4.00000,37.96890,3.06259
E01002738,21.78200,5.00000,35.63030,9.62407
E01002739,27.06590,6a,36.52520,14.14780
E01002740,37.85880,6a,49.81250,26.59000
E01002741,11.41660,3.00000,19.05560,8.96044
E01002742,23.80550,5.00000,33.95330,17.10350
E01002743,11.08260,3.00000,19.51470,6.11764
E01002744,15.19620,4.00000,23.17970,6.94421
E01002745,20.07090,5.00000,24.44110,13.30240
E01002747,39.48030,6a,49.68450,32.50850
E01002748,41.18520,6b,69.03120,21.28190
E01002749,26.97950,6a,32.03500,17.65620
E01002751,32.76170,6a,46.61340,8.04897
E01002752,22.95140,5.00000,26.50540,14.65840
E01002753,16.31500,4.00000,29.54010,4.24216
E01002754,24.41420,5.00000,38.96330,14.34180
E01002755,10.65740,3.00000,13.30610,6.48492
E01002756,14.30420,3.00000,17.06390,11.90820
E01002757,9.18447,2.00000,15.41670,6.48521
E01002758,12.38750,3.00000,15.47140,5.67537
E01002759,19.86700,4.00000,32.92900,6.01973
E01002760,14.01070,3.00000,29.88050,9.56817
E01002762,25.72700,6a,37.13250,19.27480
E01002763,30.57870,6a,37.14770,19.71640
E01002764,20.90270,5.00000,28.96070,13.70170
E01002765,22.05410,5.00000,31.03490,10.32660
E01002766,16.82170,4.00000,22.52690,7.92543
E01002767,25.10630,6a,33.92320,15.17980
E01002768,18.29190,4.00000,24.86480,12.78490
E01002769,13.79000,3.00000,31.20350,5.24205
E01002770,32.99690,6a,48.55520,15.13790
E01002771,21.73770,5.00000,30.98680,13.64810
E01002772,32.09620,6a,41.82730,26.40310
E01002773,28.84440,6a,33.32620,23.54150
E01002774,26.37060,6a,38.89710,11.40860
E01002775,29.98690,6a,36.68370,20.44940
E01002776,27.81950,6a,33.84910,20.63120
E01002777,29.34680,6a,34.38800,23.53620
E01002778,27.28100,6a,34.27880,11.96500
E01002779,18.19410,4.00000,23.49190,12.41130
E01002780,23.93950,5.00000,28.24230,15.85700
E01002781,19.36490,4.00000,30.25070,11.29470
E01002782,21.42840,5.00000,26.30700,16.69100
E01002783,15.82610,4.00000,25.14750,8.64261
E01002784,12.75540,3.00000,18.84930,2.41058
E01002785,15.31920,4.00000,23.15600,10.07670
E01002786,20.95670,5.00000,34.32110,13.53860
E01002787,17.15990,4.00000,35.45060,2.01231
E01002788,12.11180,3.00000,16.06290,8.66491
E01002789,14.67830,3.00000,23.59280,9.03209
E01002790,30.81210,6a,41.27090,23.64660
E01002791,38.15910,6a,44.35330,35.47190
E01002792,26.06250,6a,34.04280,5.88392
E01002793,31.00800,6a,34.58900,23.32910
E01002794,30.87840,6a,41.88710,20.02840
E01002795,36.07880,6a,48.65380,18.21100
E01002796,30.67720,6a,37.69480,26.20750
E01002797,22.26970,5.00000,28.14150,19.51000
E01002798,16.14880,4.00000,23.71900,7.10700
E01002799,22.76460,5.00000,30.02450,13.69100
E01002800,13.45200,3.00000,23.06660,4.03456
E01002801,30.57650,6a,41.12330,23.53260
E01002802,17.25430,4.00000,29.69350,4.48081
E01002803,25.17910,6a,39.28830,6.95745
E01002804,11.40700,3.00000,12.87780,8.96323
E01002805,29.27310,6a,37.94250,6.44983
E01002806,18.98070,4.00000,34.59820,2.52695
E01002807,11.81710,3.00000,17.10490,6.83954
E01002808,13.28180,3.00000,27.20760,0.00000
E01002809,17.71670,4.00000,30.48200,11.25810
E01002810,14.09450,3.00000,19.92020,9.33464
E01002811,14.15160,3.00000,17.77190,10.51850
E01002812,23.53750,5.00000,26.02690,17.46120
E01002813,29.70050,6a,35.23300,14.83070
E01002814,31.20390,6a,41.42770,20.59590
E01002815,29.53870,6a,34.55290,24.91430
E01002816,24.27090,5.00000,30.85210,18.36980
E01002817,29.08410,6a,35.76690,14.51640
E01002818,31.54350,6a,45.13500,24.78310
E01002819,28.39740,6a,37.48080,14.15910
E01002820,34.40060,6a,40.57360,23.34150
E01002821,37.47670,6a,50.94300,24.89410
E01002822,38.52730,6a,47.88810,33.60360
E01002823,37.28480,6a,41.83220,33.44090
E01002824,27.06500,6a,33.08420,18.27150
E01002825,22.67200,5.00000,33.02780,3.77101
E01002826,26.35090,6a,36.93280,13.22910
E01002827,32.88480,6a,43.81420,20.78020
E01002828,32.31390,6a,36.52900,25.48680
E01002829,18.07960,4.00000,18.69400,17.50800
E01002830,16.96030,4.00000,19.28300,15.10060
E01002831,19.29190,4.00000,23.81710,16.44000
E01002832,25.22580,6a,31.79130,15.31450
E01002833,21.90300,5.00000,27.90060,15.99380
E01002834,34.36590,6a,37.57140,30.67930
E01002835,35.60400,6a,41.03560,30.88230
E01002836,31.39100,6a,34.28550,21.69930
E01002837,29.75840,6a,34.37930,25.40050
E01002838,32.85730,6a,34.90520,31.43900
E01002839,31.57420,6a,35.56360,29.03160
E01002840,17.24190,4.00000,21.18680,15.40810
E01002841,15.32750,4.00000,22.07140,11.43090
E01002842,14.21700,3.00000,17.70540,10.26780
E01002843,19.36730,4.00000,23.95180,14.39460
E01002844,15.70650,4.00000,23.09600,11.44490
E01002845,17.67440,4.00000,21.79880,13.99720
E01002846,42.16460,6b,49.32670,36.30160
E01002847,41.26760,6b,44.85450,37.28580
E01002848,33.99160,6a,37.76340,28.08030
E01002849,39.81100,6a,43.56240,33.93820
E01002850,36.90430,6a,50.07100,28.55830
E01002851,35.14000,6a,41.59620,27.11880
E01002852,13.43760,3.00000,30.27910,0.00000
E01002853,15.81650,4.00000,19.44840,12.88230
E01002854,17.46620,4.00000,24.48560,10.24050
E01002855,14.50850,3.00000,17.22260,6.12888
E01002856,19.88930,4.00000,23.51120,15.46790
E01002857,13.62670,3.00000,19.01090,10.26890
E01002858,29.04810,6a,35.24740,25.23030
E01002859,29.88520,6a,37.05870,22.81220
E01002860,26.75350,6a,38.84380,17.23420
E01002861,29.48040,6a,34.39030,25.67800
E01002862,31.24630,6a,36.18130,29.30720
E01002863,31.27760,6a,40.60920,25.86020
E01002864,16.64780,4.00000,27.07790,0.00000
E01002865,20.48970,5.00000,33.11780,15.00400
E01002866,26.99040,6a,41.78150,10.81370
E01002867,22.81960,5.00000,29.17270,18.28370
E01002868,23.00300,5.00000,37.43530,0.00000
E01002869,43.01970,6b,52.04530,30.72990
E01002870,11.70320,3.00000,19.33860,7.18262
E01002871,26.93020,6a,32.53620,21.18100
E01002872,15.34020,4.00000,22.70130,4.10523
E01002873,36.12830,6a,52.73250,23.16770
E01002874,21.28950,5.00000,27.77250,15.63180
E01002875,22.64720,5.00000,27.56330,17.85670
E01002876,9.38816,2.00000,13.69670,6.44851
E01002877,12.15830,3.00000,17.51960,6.93489
E01002878,19.82050,4.00000,24.35130,15.82160
E01002879,14.78940,3.00000,21.40610,6.69019
E01002880,12.19570,3.00000,15.35030,8.74283
E01002881,8.05731,2.00000,9.68558,6.95092
E01002882,28.09330,6a,32.40040,24.20920
E01002883,33.92170,6a,40.71890,28.40630
E01002884,36.24630,6a,45.00850,29.66190
E01002885,34.89400,6a,39.04650,32.38570
E01002886,31.44190,6a,36.56370,27.53500
E01002887,28.80270,6a,37.54780,24.55730
E01002888,22.37010,5.00000,28.54540,6.08567
E01002889,24.39730,5.00000,36.26580,18.42570
E01002890,21.07470,5.00000,30.79930,6.09187
E01002891,26.39640,6a,32.64650,12.99170
E01002892,29.53090,6a,35.45860,26.92940
E01002893,27.99390,6a,36.14760,0.00000
E01002894,36.76940,6a,41.38780,26.78770
E01002895,16.71740,4.00000,27.08310,10.27870
E01002896,28.21030,6a,35.99250,14.91140
E01002897,18.57480,4.00000,32.38690,0.00000
E01002898,31.00020,6a,39.31810,8.86901
E01002899,16.57820,4.00000,31.23490,10.11500
E01002900,8.05119,2.00000,12.79770,3.43004
E01002901,16.99270,4.00000,29.03590,3.09777
E01002902,30.72210,6a,37.53750,25.22070
E01002903,19.70450,4.00000,27.77940,9.08299
E01002904,3.24476,1b,9.39021,0.00000
E01002905,16.07450,4.00000,22.35940,10.42460
E01002906,11.19010,3.00000,16.70260,6.30218
E01002907,4.55538,1b,5.42078,3.47514
E01002908,8.22836,2.00000,11.58120,6.00763
E01002909,18.99760,4.00000,22.45200,16.60730
E01002910,26.37730,6a,36.18730,16.62900
E01002911,21.77580,5.00000,37.51950,17.95860
E01002912,17.61200,4.00000,23.28260,12.48450
E01002913,19.09960,4.00000,24.03720,13.49040
E01002914,32.07900,6a,40.04020,24.18150
E01002915,3.32830,1b,9.73774,0.00000
E01002916,6.31406,2.00000,12.84490,0.00000
E01002917,2.49089,1a,9.34860,0.00000
E01002918,3.45427,1b,9.86159,0.00000
E01002919,5.29739,2.00000,13.72510,0.00000
E01002920,2.91745,1b,5.67390,0.00000
E01002921,14.64240,3.00000,20.58360,5.84489
E01002922,4.11300,1b,14.81140,0.00000
E01002923,9.89354,2.00000,18.33470,2.15831
E01002924,2.60920,1b,4.73989,0.00000
E01002925,7.25340,2.00000,16.06520,0.00000
E01002926,5.24483,2.00000,6.49110,4.50109
E01002927,3.25582,1b,5.99260,0.85525
E01002928,6.95776,2.00000,15.31190,3.26908
E01002929,7.38855,2.00000,16.05180,0.00000
E01002930,13.76790,3.00000,16.92970,9.07542
E01002931,9.02801,2.00000,15.41610,4.29874
E01002932,4.00611,1b,6.11094,0.86451
E01002933,11.06440,3.00000,27.68950,6.26148
E01002934,3.95381,1b,8.49570,0.76253
E01002935,16.19980,4.00000,20.84880,10.14700
E01002937,16.92820,4.00000,28.27250,6.06512
E01002938,5.36098,2.00000,13.60260,0.81398
E01002939,6.24298,2.00000,9.52778,4.25718
E01002940,8.02876,2.00000,10.30500,5.02572
E01002941,3.10789,1b,10.19960,0.00000
E01002942,7.82065,2.00000,10.04540,5.71764
E01002943,2.07403,1a,6.22272,0.00000
E01002944,3.17134,1b,5.72117,0.00000
E01002945,4.91560,1b,6.64463,0.00000
E01002946,2.88285,1b,6.09736,0.00000
E01002947,5.81889,2.00000,8.45464,3.11732
E01002948,1.23936,1a,9.20760,0.00000
E01002949,5.12719,2.00000,7.73086,1.33244
E01002950,2.73316,1b,8.66264,0.00000
E01002951,7.41738,2.00000,13.98140,3.05656
E01002952,2.54747,1b,14.77210,0.00000
E01002953,2.55336,1b,9.41977,0.00000
E01002954,14.95870,3.00000,18.14230,12.01640
E01002955,4.07878,1b,7.56077,0.00000
E01002956,3.67723,1b,6.19567,0.00000
E01002957,4.30660,1b,6.86534,3.09771
E01002958,5.58528,2.00000,9.12323,0.00000
E01002959,3.30159,1b,7.42616,0.00000
E01002960,7.77885,2.00000,13.54580,3.03413
E01002961,5.42023,2.00000,11.09030,2.69675
E01002962,2.68542,1b,5.58085,0.00000
E01002963,9.69181,2.00000,11.71840,8.09507
E01002964,17.41310,4.00000,37.98150,3.05590
E01002965,11.90200,3.00000,25.58250,0.00000
E01002966,4.66422,1b,11.05520,0.00000
E01002967,14.84380,3.00000,21.61410,0.00000
E01002968,28.91170,6a,43.70340,2.58436
E01002969,4.31628,1b,16.33310,0.00000
E01002970,5.52709,2.00000,13.07510,0.00000
E01002971,9.16555,2.00000,35.89700,0.00000
E01002972,21.93080,5.00000,29.86190,12.23720
E01002973,4.76649,1b,6.84182,3.32153
E01002974,16.34990,4.00000,21.76140,10.69350
E01002975,5.53548,2.00000,7.12817,2.26787
E01002976,2.87663,1b,11.01440,0.00000
E01002977,6.61485,2.00000,11.50450,0.00000
E01002978,10.26140,3.00000,13.93220,5.62720
E01002979,5.71697,2.00000,10.54080,0.00000
E01002980,6.15185,2.00000,9.07263,3.70956
E01002981,4.84664,1b,10.85120,2.11846
E01002982,6.77607,2.00000,11.79370,4.52822
E01002983,5.64901,2.00000,11.10100,0.00000
E01002984,9.82914,2.00000,17.71610,0.78484
E01002985,9.48606,2.00000,17.34170,5.79109
E01002986,1.74032,1a,6.51426,0.00000
E01002987,20.75900,5.00000,25.23550,16.92110
E01002988,10.50000,3.00000,18.20350,0.00000
E01002989,15.21180,4.00000,20.74230,7.54507
E01002990,18.94050,4.00000,21.36270,10.63120
E01002991,8.06871,2.00000,18.17470,2.82994
E01002992,3.25729,1b,13.10710,0.00000
E01002993,13.20170,3.00000,19.06700,4.45826
E01002994,4.76875,1b,8.77583,0.00000
E01002995,7.28883,2.00000,17.50650,0.00000
E01002996,7.88066,2.00000,11.36470,2.28672
E01002997,8.20640,2.00000,11.03890,4.86217
E01002998,5.37745,2.00000,9.16521,2.74640
E01002999,16.87240,4.00000,20.92520,9.79417
E01003000,2.54443,1b,7.39640,0.00000
E01003001,5.95460,2.00000,12.14880,0.00000
E01003002,5.10982,2.00000,8.11418,0.00000
E01003003,8.52682,2.00000,12.89150,2.34270
E01003004,3.17455,1b,7.16285,0.00000
E01003005,3.58681,1b,6.25495,2.00322
E01003006,4.90209,1b,6.79542,0.00000
E01003007,4.33410,1b,6.53272,0.00000
E01003008,4.30716,1b,5.39172,2.81272
E01003009,3.55607,1b,5.00910,2.26330
E01003010,4.37413,1b,8.90903,2.29736
E01003011,5.11657,2.00000,8.51099,0.00000
E01003013,76.14440,6b,117.33600,10.79510
E01003014,63.69870,6b,120.30700,14.71290
E01003015,18.31330,4.00000,27.54680,11.53160
E01003016,106.84100,6b,128.92600,84.48440
E01003017,107.86100,6b,123.19300,96.22570
E01003018,20.88500,5.00000,35.17040,15.33430
E01003019,13.26460,3.00000,22.24260,8.57822
E01003020,34.94620,6a,47.50590,20.01370
E01003021,14.63210,3.00000,19.03570,5.70650
E01003022,11.22440,3.00000,18.82500,5.04849
E01003023,22.06290,5.00000,28.61650,17.89890
E01003024,18.37110,4.00000,27.48290,10.78970
E01003025,14.21170,3.00000,30.93820,0.00000
E01003026,17.08700,4.00000,26.67580,8.49573
E01003027,10.48290,3.00000,25.72530,3.20285
E01003028,7.07734,2.00000,11.83630,2.97661
E01003029,16.15520,4.00000,26.98160,5.57581
E01003030,18.55860,4.00000,26.71640,15.25650
E01003031,11.59100,3.00000,16.43330,6.35555
E01003032,26.47550,6a,41.87830,19.75420
E01003033,10.83630,3.00000,23.96000,0.00000
E01003034,10.54300,3.00000,13.12770,8.23298
E01003035,26.57890,6a,32.86110,16.95890
E01003036,15.08540,4.00000,19.60460,6.76020
